OlinkID,cv_percent,UniProt,Assay,Panel,Retain
OID30374,31.730243339553617,Q9NRR1,CYTL1,Cardiometabolic_II,Unique Protein
OID30375,61.398469012498836,P13667,PDIA4,Cardiometabolic_II,Unique Protein
OID30376,33.435964241374414,Q8N6C8,LILRA3,Cardiometabolic_II,Unique Protein
OID30377,36.87014523965775,Q02817,MUC2,Cardiometabolic_II,Unique Protein
OID30378,37.61925759465408,P98095,FBLN2,Cardiometabolic_II,Unique Protein
OID30379,35.20241919352116,P02461,COL3A1,Cardiometabolic_II,Unique Protein
OID30380,35.19196637098172,P08575,PTPRC,Cardiometabolic_II,Unique Protein
OID30381,37.35622311505645,P13727,PRG2,Cardiometabolic_II,Unique Protein
OID30382,93.21304652837108,P35579,MYH9,Cardiometabolic_II,Unique Protein
OID30383,33.38634747699724,Q9Y2Y8,PRG3,Cardiometabolic_II,Unique Protein
OID30384,43.15205288549932,P32971,TNFSF8,Cardiometabolic_II,Unique Protein
OID30385,88.40505095064015,P30405,PPIF,Cardiometabolic_II,Unique Protein
OID30386,66.84175211334575,Q6IBS0,TWF2,Cardiometabolic_II,Unique Protein
OID30387,33.20745385093995,Q8N114,SHISA5,Cardiometabolic_II,Unique Protein
OID30388,35.83484612603628,O43280,TREH,Cardiometabolic_II,Unique Protein
OID30389,42.78562950730503,P02818,BGLAP,Cardiometabolic_II,Unique Protein
OID30390,27.373067854837462,P47972,NPTX2,Cardiometabolic_II,Unique Protein
OID30391,34.95724355527635,Q96NZ9,PRAP1,Cardiometabolic_II,Unique Protein
OID30393,27.91603462481353,Q96CG8,CTHRC1,Cardiometabolic_II,Unique Protein
OID30394,42.28755018244209,Q9HCU0,CD248,Cardiometabolic_II,Unique Protein
OID30395,43.385439518750566,Q9BYJ0,FGFBP2,Cardiometabolic_II,Unique Protein
OID30396,35.30737350545169,P39059,COL15A1,Cardiometabolic_II,Unique Protein
OID30397,34.91524542633042,Q6UVK1,CSPG4,Cardiometabolic_II,Unique Protein
OID30398,32.54470986590297,Q6UWP8,SBSN,Cardiometabolic_II,Unique Protein
OID30399,77.62127185077274,O75339,CILP,Cardiometabolic_II,Unique Protein
OID30400,47.5686423329355,P12277,CKB,Cardiometabolic_II,Unique Protein
OID30401,33.48904708114597,Q8WWQ8,STAB2,Cardiometabolic_II,Unique Protein
OID30402,33.0090507002326,Q8TDY8,IGDCC4,Cardiometabolic_II,Unique Protein
OID30403,49.64435668623236,P10645,CHGA,Cardiometabolic_II,Unique Protein
OID30404,34.22688887871699,P55000,SLURP1,Cardiometabolic_II,Unique Protein
OID30405,38.4622818259719,Q9H2X3,CLEC4M,Cardiometabolic_II,Unique Protein
OID30406,33.562725282949636,Q9Y646,CPQ,Cardiometabolic_II,Unique Protein
OID30407,36.106938064402506,Q04721,NOTCH2,Cardiometabolic_II,Unique Protein
OID30408,34.721703702509394,O95965,ITGBL1,Cardiometabolic_II,Unique Protein
OID30409,75.48927740415385,Q9Y251,HPSE,Cardiometabolic_II,Unique Protein
OID30410,46.79351312218408,Q15063,POSTN,Cardiometabolic_II,Unique Protein
OID30411,35.17421198834208,P08217,CELA2A,Cardiometabolic_II,Unique Protein
OID30412,25.51985185723505,Q9UQP3,TNN,Cardiometabolic_II,Unique Protein
OID30413,37.29415393547567,P17900,GM2A,Cardiometabolic_II,Unique Protein
OID30414,35.52277809642715,P37837,TALDO1,Cardiometabolic_II,Unique Protein
OID30415,49.5562634169494,Q13510,ASAH1,Cardiometabolic_II,Unique Protein
OID30416,29.944860050966238,P11279,LAMP1,Cardiometabolic_II,Unique Protein
OID30417,35.18542648873309,P17174,GOT1,Cardiometabolic_II,Unique Protein
OID30418,40.44275956416008,P61916,NPC2,Cardiometabolic_II,Unique Protein
OID30419,33.62356285574574,P07602,PSAP,Cardiometabolic_II,Unique Protein
OID20049,78.60695044982319,P16860,NPPB,Cardiometabolic,Unique Protein
OID20050,311.29948522394443,P19429,TNNI3,Cardiometabolic,Unique Protein
OID20051,66.48361621567324,P61978,HNRNPK,Cardiometabolic,Unique Protein
OID20052,36.91908203166497,P17676,CEBPB,Cardiometabolic,Unique Protein
OID20053,57.207610944286394,P08670,VIM,Cardiometabolic,Unique Protein
OID20054,98.85372414852532,O96017,CHEK2,Cardiometabolic,Unique Protein
OID20055,60.01101538724891,P34998,CRHR1,Cardiometabolic,Unique Protein
OID20056,39.84566010821321,Q969D9,TSLP,Cardiometabolic,Unique Protein
OID20057,47.71858277457021,P55082,MFAP3,Cardiometabolic,Unique Protein
OID20058,43.83545887045262,O95988,TCL1B,Cardiometabolic,Unique Protein
OID20059,39.92789916482368,Q9NRD8,DUOX2,Cardiometabolic,Unique Protein
OID20061,45.29065293666413,Q16619,CTF1,Cardiometabolic,Unique Protein
OID20062,64.1262381031371,P17516,AKR1C4,Cardiometabolic,Unique Protein
OID20063,66.16072871559078,Q9NRV9,HEBP1,Cardiometabolic,Unique Protein
OID20064,329.5422427960925,P36952,SERPINB5,Cardiometabolic,Unique Protein
OID20065,93.6091914406214,P52789,HK2,Cardiometabolic,Unique Protein
OID20066,53.84371338021378,P34947,GRK5,Cardiometabolic,Unique Protein
OID20067,28.550852979717085,Q96N03,VSTM2L,Cardiometabolic,Unique Protein
OID20068,67.12125199053615,P31483,TIA1,Cardiometabolic,Unique Protein
OID20069,31.36266172733963,Q9Y2B0,CNPY2,Cardiometabolic,Unique Protein
OID20070,69.05399549059544,O43186,CRX,Cardiometabolic,Unique Protein
OID20071,32.16271982011613,O95183,VAMP5,Cardiometabolic,Unique Protein
OID20072,52.38428519006359,Q6UWL2,SUSD1,Cardiometabolic,Unique Protein
OID20073,22.92570361763298,Q9UKL0,RCOR1,Cardiometabolic,Unique Protein
OID20074,29.724330071233513,P01375,TNF,Cardiometabolic,Duplicated Protein with lowest CV
OID20075,33.0180503795516,P35218,CA5A,Cardiometabolic,Unique Protein
OID20076,27.349446734470405,P51161,FABP6,Cardiometabolic,Unique Protein
OID20077,48.8183565559034,Q15831,STK11,Cardiometabolic,Unique Protein
OID20078,21.695750569682875,O60635,TSPAN1,Cardiometabolic,Unique Protein
OID20079,27.445896655488678,P62736,ACTA2,Cardiometabolic,Unique Protein
OID20080,26.464614657933396,P58546,MTPN,Cardiometabolic,Unique Protein
OID20081,26.832373085293415,O43854,EDIL3,Cardiometabolic,Unique Protein
OID20082,29.46791948239531,Q13105,ZBTB17,Cardiometabolic,Unique Protein
OID20083,54.91006684407358,P21246,PTN,Cardiometabolic,Unique Protein
OID20084,57.91088173290183,O95684,CEP43,Cardiometabolic,Unique Protein
OID20085,93.30694743434562,Q12912,IRAG2,Cardiometabolic,Unique Protein
OID20086,50.137752656521286,P21964,COMT,Cardiometabolic,Unique Protein
OID20087,32.059388503636235,P09237,MMP7,Cardiometabolic,Unique Protein
OID20088,28.689572014901586,Q15165,PON2,Cardiometabolic,Unique Protein
OID20089,29.430609077492704,Q8TE57,ADAMTS16,Cardiometabolic,Unique Protein
OID20090,32.24786091512675,P55259,GP2,Cardiometabolic,Unique Protein
OID20091,55.840999251067515,Q92558,WASF1,Cardiometabolic,Unique Protein
OID20092,45.488832982106345,Q99549,MPHOSPH8,Cardiometabolic,Unique Protein
OID20093,23.773082279641372,Q8NHS0,DNAJB8,Cardiometabolic,Unique Protein
OID20094,31.383002775913273,Q9H5Y7,SLITRK6,Cardiometabolic,Unique Protein
OID20095,58.06119317766465,O15354,GPR37,Cardiometabolic,Unique Protein
OID20096,63.163656934869195,P20718,GZMH,Cardiometabolic,Unique Protein
OID20097,65.28269890214267,P13807,GYS1,Cardiometabolic,Unique Protein
OID20098,38.60059353809022,P40225,THPO,Cardiometabolic,Unique Protein
OID20099,27.44843864144072,Q8NC01,CLEC1A,Cardiometabolic,Unique Protein
OID20100,22.96963469289783,O75354,ENTPD6,Cardiometabolic,Unique Protein
OID20101,35.492814718925274,P05231,IL6,Cardiometabolic,Duplicated Protein with lowest CV
OID20102,40.59906766517323,P31997,CEACAM8,Cardiometabolic,Unique Protein
OID20103,35.853453553299786,P25815,S100P,Cardiometabolic,Unique Protein
OID20104,24.059141505798717,O75356,ENTPD5,Cardiometabolic,Unique Protein
OID20105,22.801944710529757,Q9BYF1,ACE2,Cardiometabolic,Unique Protein
OID20106,23.98225321283301,P07585,DCN,Cardiometabolic,Unique Protein
OID20107,52.29337676164615,Q04760,GLO1,Cardiometabolic,Unique Protein
OID20108,37.170230850677214,Q9NWQ8,PAG1,Cardiometabolic,Unique Protein
OID20109,32.60967924984444,Q13444,ADAM15,Cardiometabolic,Unique Protein
OID20110,62.64696348335954,P40818,USP8,Cardiometabolic,Unique Protein
OID20111,18.838338312600158,P22004,BMP6,Cardiometabolic,Unique Protein
OID20112,66.85866417752793,Q9UKP3,ITGB1BP2,Cardiometabolic,Unique Protein
OID20113,41.87101852012926,P09668,CTSH,Cardiometabolic,Unique Protein
OID20114,37.113053604800974,P46379,BAG6,Cardiometabolic,Unique Protein
OID20115,33.792327603102386,O14793,MSTN,Cardiometabolic,Unique Protein
OID20116,28.869453415056935,Q9BWV1,BOC,Cardiometabolic,Unique Protein
OID20117,27.417305110295498,P08319,ADH4,Cardiometabolic,Unique Protein
OID20118,71.60578827439411,P09496,CLTA,Cardiometabolic,Unique Protein
OID20119,32.76901363392189,P34913,EPHX2,Cardiometabolic,Unique Protein
OID20120,18.41741357025761,Q96A56,TP53INP1,Cardiometabolic,Unique Protein
OID20121,50.15593225683872,Q9Y4X3,CCL27,Cardiometabolic,Unique Protein
OID20122,58.10306255826202,P00568,AK1,Cardiometabolic,Unique Protein
OID20123,50.56768929443709,P09525,ANXA4,Cardiometabolic,Unique Protein
OID20124,51.94993622879981,Q15067,ACOX1,Cardiometabolic,Unique Protein
OID20125,49.256530911244155,NTproBNP,NTproBNP,Cardiometabolic,Unique Protein
OID20126,37.37469807797136,Q05315,CLC,Cardiometabolic,Unique Protein
OID20127,75.9342996195849,Q6PJW8,CNST,Cardiometabolic,Unique Protein
OID20128,31.105578431280524,P48357,LEPR,Cardiometabolic,Unique Protein
OID20129,34.57723918596614,P01222,TSHB,Cardiometabolic,Unique Protein
OID20130,31.80966528706049,P31949,S100A11,Cardiometabolic,Unique Protein
OID20131,48.056639211328914,Q9H7M9,VSIR,Cardiometabolic,Unique Protein
OID20132,37.53729612342537,O14917,PCDH17,Cardiometabolic,Unique Protein
OID20133,34.376989612989924,P16234,PDGFRA,Cardiometabolic,Unique Protein
OID20134,34.63646454205094,Q12864,CDH17,Cardiometabolic,Unique Protein
OID20135,46.58949644047165,Q9Y5X1,SNX9,Cardiometabolic,Unique Protein
OID20136,33.03708406507535,Q16620,NTRK2,Cardiometabolic,Unique Protein
OID20137,32.11459967498748,Q03154,ACY1,Cardiometabolic,Unique Protein
OID20138,66.38800682737529,O60496,DOK2,Cardiometabolic,Unique Protein
OID20139,28.045198900831792,P21549,AGXT,Cardiometabolic,Unique Protein
OID20140,52.01913823302359,Q13043,STK4,Cardiometabolic,Unique Protein
OID20141,73.69863488344532,P21980,TGM2,Cardiometabolic,Unique Protein
OID20142,42.8866537796033,Q9UHL4,DPP7,Cardiometabolic,Unique Protein
OID20143,39.7486488020031,O60664,PLIN3,Cardiometabolic,Unique Protein
OID20144,53.51282716137944,O94903,PLPBP,Cardiometabolic,Unique Protein
OID20145,37.03201625632965,Q9UMF0,ICAM5,Cardiometabolic,Unique Protein
OID20146,64.55067711405016,P10644,PRKAR1A,Cardiometabolic,Unique Protein
OID20147,34.212732904837914,P40189,IL6ST,Cardiometabolic,Unique Protein
OID20148,31.955419780634216,Q9H773,DCTPP1,Cardiometabolic,Unique Protein
OID20149,84.06287243812038,Q6GTS8,PM20D1,Cardiometabolic,Unique Protein
OID20150,45.6709881864499,Q53H82,LACTB2,Cardiometabolic,Unique Protein
OID20151,55.33266025221684,Q13158,FADD,Cardiometabolic,Unique Protein
OID20152,34.101359729214245,Q99674,CGREF1,Cardiometabolic,Unique Protein
OID20153,39.61259975740792,P10145,CXCL8,Cardiometabolic,Duplicated Protein and not lowest CV
OID20154,40.09201901460317,P09382,LGALS1,Cardiometabolic,Unique Protein
OID20155,30.08972601602225,Q8WX77,IGFBPL1,Cardiometabolic,Unique Protein
OID20156,92.19110538473848,P41218,MNDA,Cardiometabolic,Unique Protein
OID20157,31.910925275249152,P55285,CDH6,Cardiometabolic,Unique Protein
OID20158,34.067254928440164,Q9UHD0,IL19,Cardiometabolic,Unique Protein
OID20159,27.225397205064596,P16112,ACAN,Cardiometabolic,Unique Protein
OID20160,35.085523369124225,Q9ULL4,PLXNB3,Cardiometabolic,Unique Protein
OID20161,35.60608109980716,Q06418,TYRO3,Cardiometabolic,Unique Protein
OID20162,48.31644804982114,Q13541,EIF4EBP1,Cardiometabolic,Unique Protein
OID20163,36.84331130617283,O75340,PDCD6,Cardiometabolic,Unique Protein
OID20164,45.43397597254903,P51693,APLP1,Cardiometabolic,Unique Protein
OID20165,47.48464432582885,Q9NY25,CLEC5A,Cardiometabolic,Unique Protein
OID20166,34.21801861697428,P08263,GSTA1,Cardiometabolic,Unique Protein
OID20167,33.03134459525728,Q969P0,IGSF8,Cardiometabolic,Unique Protein
OID20168,36.74751623264261,Q16820,MEP1B,Cardiometabolic,Unique Protein
OID20169,37.970390056813486,P18827,SDC1,Cardiometabolic,Unique Protein
OID20170,41.80476426200257,P19022,CDH2,Cardiometabolic,Unique Protein
OID20171,35.15094046143933,Q8NI22,MCFD2,Cardiometabolic,Unique Protein
OID20172,35.11191454786049,Q96LA6,FCRL1,Cardiometabolic,Unique Protein
OID20173,34.2402630326645,Q14956,GPNMB,Cardiometabolic,Unique Protein
OID20174,38.957547394813155,P09417,QDPR,Cardiometabolic,Unique Protein
OID20175,45.08045460640157,Q9UBU3,GHRL,Cardiometabolic,Unique Protein
OID20176,47.89727776899288,P41236,PPP1R2,Cardiometabolic,Unique Protein
OID20177,57.464639866866506,Q9Y5K6,CD2AP,Cardiometabolic,Unique Protein
OID20178,37.950839931852364,O95544,NADK,Cardiometabolic,Unique Protein
OID20179,35.64229743267314,P27352,CBLIF,Cardiometabolic,Unique Protein
OID20180,33.81004268014655,Q9GZM7,TINAGL1,Cardiometabolic,Unique Protein
OID20181,33.25499489049994,Q8WVQ1,CANT1,Cardiometabolic,Unique Protein
OID20182,46.479869198769045,Q8WTU2,SSC4D,Cardiometabolic,Unique Protein
OID20183,62.54697300510441,P78380,OLR1,Cardiometabolic,Unique Protein
OID20184,87.12365937501329,Q9NR28,DIABLO,Cardiometabolic,Unique Protein
OID20185,42.774115019421075,Q86VZ4,LRP11,Cardiometabolic,Unique Protein
OID20186,28.228257391280014,Q13275,SEMA3F,Cardiometabolic,Unique Protein
OID20187,47.0573157261812,P41159,LEP,Cardiometabolic,Unique Protein
OID20188,33.00537675398541,P06858,LPL,Cardiometabolic,Unique Protein
OID20189,37.097355357196925,Q8IZP9,ADGRG2,Cardiometabolic,Unique Protein
OID20190,33.5974227289358,Q9Y286,SIGLEC7,Cardiometabolic,Unique Protein
OID20191,34.412356699657096,O95502,NPTXR,Cardiometabolic,Unique Protein
OID20192,81.6031710461465,O75791,GRAP2,Cardiometabolic,Unique Protein
OID20193,33.55127599310421,Q9HBB8,CDHR5,Cardiometabolic,Unique Protein
OID20194,36.75959527930229,P52888,THOP1,Cardiometabolic,Unique Protein
OID20195,42.789433779264684,P35754,GLRX,Cardiometabolic,Unique Protein
OID20196,35.21724849840137,P21583,KITLG,Cardiometabolic,Unique Protein
OID20197,36.39927455414091,Q9UKJ0,PILRB,Cardiometabolic,Unique Protein
OID20198,33.441281834061485,Q15846,CLUL1,Cardiometabolic,Unique Protein
OID20199,56.976812809278634,P23526,AHCY,Cardiometabolic,Unique Protein
OID20200,39.18793377172315,P12104,FABP2,Cardiometabolic,Unique Protein
OID20201,33.024904135837545,P00797,REN,Cardiometabolic,Unique Protein
OID20202,32.94019440327249,Q9UK05,GDF2,Cardiometabolic,Unique Protein
OID20203,127.70205644841062,P12724,RNASE3,Cardiometabolic,Unique Protein
OID20204,39.42405651623527,Q9BQB4,SOST,Cardiometabolic,Unique Protein
OID20205,35.05681188387301,Q9NQX5,NPDC1,Cardiometabolic,Unique Protein
OID20206,59.79217054323547,Q07108,CD69,Cardiometabolic,Unique Protein
OID20207,67.99258512214456,P42830,CXCL5,Cardiometabolic,Unique Protein
OID20208,36.60447437336462,P02462,COL4A1,Cardiometabolic,Unique Protein
OID20209,34.07086219424861,A6NI73,LILRA5,Cardiometabolic,Unique Protein
OID20210,26.822344509155556,Q9UEW3,MARCO,Cardiometabolic,Unique Protein
OID20211,28.409272453327045,O95841,ANGPTL1,Cardiometabolic,Unique Protein
OID20212,35.157211407863194,Q9BQR3,PRSS27,Cardiometabolic,Unique Protein
OID20213,34.28494169626506,Q99523,SORT1,Cardiometabolic,Unique Protein
OID20214,35.97537146507491,P35247,SFTPD,Cardiometabolic,Unique Protein
OID20215,37.65967830683566,P20711,DDC,Cardiometabolic,Unique Protein
OID20216,51.76787703710303,P31431,SDC4,Cardiometabolic,Unique Protein
OID20217,44.520121715167335,P09601,HMOX1,Cardiometabolic,Unique Protein
OID20218,62.628145145932464,O00161,SNAP23,Cardiometabolic,Unique Protein
OID20219,35.931893320097515,Q8IW75,SERPINA12,Cardiometabolic,Unique Protein
OID20220,46.918939986573534,P01241,GH1,Cardiometabolic,Unique Protein
OID20221,35.69542565192197,Q9BUD6,SPON2,Cardiometabolic,Unique Protein
OID20222,36.016872584688876,Q92692,NECTIN2,Cardiometabolic,Unique Protein
OID20223,44.1080839542237,Q6WN34,CHRDL2,Cardiometabolic,Unique Protein
OID20224,33.636050641719194,Q01973,ROR1,Cardiometabolic,Unique Protein
OID20225,67.09599007733782,Q8N1Q1,CA13,Cardiometabolic,Unique Protein
OID20226,37.76072639043195,Q76M96,CCDC80,Cardiometabolic,Unique Protein
OID20227,99.59646263030456,P09467,FBP1,Cardiometabolic,Unique Protein
OID20228,31.03031272968727,P07711,CTSL,Cardiometabolic,Unique Protein
OID20229,37.883048561414235,Q92823,NRCAM,Cardiometabolic,Unique Protein
OID20230,53.106155897429865,P04792,HSPB1,Cardiometabolic,Unique Protein
OID20231,34.05280788909543,P07204,THBD,Cardiometabolic,Unique Protein
OID20232,52.9552703239026,Q16773,KYAT1,Cardiometabolic,Unique Protein
OID20233,46.229200935715404,Q92520,FAM3C,Cardiometabolic,Unique Protein
OID20234,69.94960676192586,P19971,TYMP,Cardiometabolic,Unique Protein
OID20235,70.26170961646481,Q8NBP7,PCSK9,Cardiometabolic,Unique Protein
OID20236,27.54719353629453,Q16270,IGFBP7,Cardiometabolic,Unique Protein
OID20237,40.83043423212725,P07911,UMOD,Cardiometabolic,Unique Protein
OID20238,66.06885393928198,P55058,PLTP,Cardiometabolic,Unique Protein
OID20239,68.54774781481102,Q13361,MFAP5,Cardiometabolic,Unique Protein
OID20240,45.747429758296846,P01130,LDLR,Cardiometabolic,Unique Protein
OID20241,45.289977640434934,P22748,CA4,Cardiometabolic,Unique Protein
OID20242,52.314259901773106,P54760,EPHB4,Cardiometabolic,Unique Protein
OID20243,52.06089228866424,P33151,CDH5,Cardiometabolic,Unique Protein
OID20244,60.80455777096107,P23141,CES1,Cardiometabolic,Unique Protein
OID20245,44.76614717411892,P15090,FABP4,Cardiometabolic,Unique Protein
OID20246,64.76816298498393,P08833,IGFBP1,Cardiometabolic,Unique Protein
OID20247,63.19472280875097,P00750,PLAT,Cardiometabolic,Unique Protein
OID20248,49.31949979438927,P13598,ICAM2,Cardiometabolic,Unique Protein
OID20249,58.32689189092803,Q76LX8,ADAMTS13,Cardiometabolic,Unique Protein
OID20250,58.84017009751589,Q01638,IL1RL1,Cardiometabolic,Unique Protein
OID20251,39.13705835358853,Q99988,GDF15,Cardiometabolic,Unique Protein
OID20252,56.446669190947006,P04054,PLA2G1B,Cardiometabolic,Unique Protein
OID20253,54.07092997982441,Q9UM47,NOTCH3,Cardiometabolic,Unique Protein
OID20254,55.11350716064815,Q14767,LTBP2,Cardiometabolic,Unique Protein
OID20255,59.29592661792535,Q03167,TGFBR3,Cardiometabolic,Unique Protein
OID20256,107.37533623788369,P04275,VWF,Cardiometabolic,Unique Protein
OID20257,39.96050792408625,Q5VY43,PEAR1,Cardiometabolic,Unique Protein
OID20258,61.11595778412402,Q06141,REG3A,Cardiometabolic,Unique Protein
OID20259,60.410029729364055,P55808,XG,Cardiometabolic,Unique Protein
OID20260,61.8076988029898,P48960,ADGRE5,Cardiometabolic,Unique Protein
OID20261,61.1795236448606,P04066,FUCA1,Cardiometabolic,Unique Protein
OID20262,57.70058560244835,Q9NNX6,CD209,Cardiometabolic,Unique Protein
OID20263,48.90160180012761,P02144,MB,Cardiometabolic,Unique Protein
OID20264,66.94939792978609,Q9UBP4,DKK3,Cardiometabolic,Unique Protein
OID20265,49.47786070957056,O14798,TNFRSF10C,Cardiometabolic,Unique Protein
OID20266,52.79867342154505,P48304,REG1B,Cardiometabolic,Unique Protein
OID20267,57.24841967595021,P01589,IL2RA,Cardiometabolic,Unique Protein
OID20268,32.67531251149596,P09619,PDGFRB,Cardiometabolic,Unique Protein
OID20269,42.3940514148372,P08581,MET,Cardiometabolic,Unique Protein
OID20270,41.37328095250382,Q96AP7,ESAM,Cardiometabolic,Unique Protein
OID20271,57.80394295489667,P07451,CA3,Cardiometabolic,Unique Protein
OID20272,55.67521084638539,Q9Y275,TNFSF13B,Cardiometabolic,Unique Protein
OID20273,62.52936892980734,Q13740,ALCAM,Cardiometabolic,Unique Protein
OID20274,43.92264317268689,P14555,PLA2G2A,Cardiometabolic,Unique Protein
OID20275,49.214421338136205,P08118,MSMB,Cardiometabolic,Unique Protein
OID20276,46.86194530243617,P07858,CTSB,Cardiometabolic,Unique Protein
OID20277,53.49056024275692,P32942,ICAM3,Cardiometabolic,Unique Protein
OID20278,63.29739378462129,Q07507,DPT,Cardiometabolic,Unique Protein
OID20279,60.014867863013386,Q9NQ79,CRTAC1,Cardiometabolic,Unique Protein
OID20280,57.38508731337746,P15085,CPA1,Cardiometabolic,Unique Protein
OID20281,66.45366322968857,Q86U17,SERPINA11,Cardiometabolic,Unique Protein
OID20282,67.53288082864628,Q9H2A7,CXCL16,Cardiometabolic,Unique Protein
OID20283,57.670116026926166,O75326,SEMA7A,Cardiometabolic,Unique Protein
OID20284,43.769294645564536,P17931,LGALS3,Cardiometabolic,Unique Protein
OID20285,59.97322330907519,Q9H1U4,MEGF9,Cardiometabolic,Unique Protein
OID20286,93.7782928984493,P31146,CORO1A,Cardiometabolic,Unique Protein
OID20287,47.57050366529988,P17813,ENG,Cardiometabolic,Unique Protein
OID20288,45.942593561848014,Q13822,ENPP2,Cardiometabolic,Unique Protein
OID20289,43.63181389456767,P15086,CPB1,Cardiometabolic,Unique Protein
OID20290,64.85885031297789,P16581,SELE,Cardiometabolic,Unique Protein
OID20291,61.13933945036864,P19021,PAM,Cardiometabolic,Unique Protein
OID20292,66.02372887423743,P12111,COL6A3,Cardiometabolic,Unique Protein
OID20293,59.67244657741059,Q15828,CST6,Cardiometabolic,Unique Protein
OID20294,49.58050956299769,P04080,CSTB,Cardiometabolic,Unique Protein
OID20295,60.10432944659653,P80370,DLK1,Cardiometabolic,Unique Protein
OID20296,42.06965761452278,P08236,GUSB,Cardiometabolic,Unique Protein
OID20297,50.6319753999081,Q14162,SCARF1,Cardiometabolic,Unique Protein
OID20298,59.36334376479172,P09093,CELA3A,Cardiometabolic,Unique Protein
OID20299,47.8057486176229,P48745,CCN3,Cardiometabolic,Unique Protein
OID20300,27.333317601216173,Q9Y4L1,HYOU1,Cardiometabolic,Unique Protein
OID20301,62.607902277851416,Q8N423,LILRB2,Cardiometabolic,Unique Protein
OID20302,56.74225089874749,P15907,ST6GAL1,Cardiometabolic,Unique Protein
OID20303,64.31486205264409,P35590,TIE1,Cardiometabolic,Unique Protein
OID20304,60.67412346053448,P78324,SIRPA,Cardiometabolic,Unique Protein
OID20305,68.70571581640652,P42574,CASP3,Cardiometabolic,Unique Protein
OID20306,52.65702612005766,Q13332,PTPRS,Cardiometabolic,Unique Protein
OID20307,43.4634975842823,Q12860,CNTN1,Cardiometabolic,Unique Protein
OID20308,63.49221599113213,Q8TDL5,BPIFB1,Cardiometabolic,Unique Protein
OID20309,66.25896415393858,P20160,AZU1,Cardiometabolic,Unique Protein
OID20310,54.354536744400214,P10586,PTPRF,Cardiometabolic,Unique Protein
OID20311,55.05772187134104,P46531,NOTCH1,Cardiometabolic,Unique Protein
OID20312,57.47092284570946,Q13231,CHIT1,Cardiometabolic,Unique Protein
OID20313,61.14299012780048,P04085,PDGFA,Cardiometabolic,Unique Protein
OID20314,58.15499355853627,P13686,ACP5,Cardiometabolic,Unique Protein
OID20315,58.5830668122483,P05107,ITGB2,Cardiometabolic,Unique Protein
OID20316,62.522675538325636,P25445,FAS,Cardiometabolic,Unique Protein
OID20317,54.36778141647737,O15031,PLXNB2,Cardiometabolic,Unique Protein
OID20318,68.35188804377653,Q14393,GAS6,Cardiometabolic,Unique Protein
OID20319,46.960190647701964,P00533,EGFR,Cardiometabolic,Unique Protein
OID20320,53.503428456765626,Q16769,QPCT,Cardiometabolic,Unique Protein
OID20321,51.318399931153735,O00584,RNASET2,Cardiometabolic,Unique Protein
OID20322,73.28720036814693,P10451,SPP1,Cardiometabolic,Unique Protein
OID20323,52.5384077655066,Q8NHL6,LILRB1,Cardiometabolic,Unique Protein
OID20324,64.60977601650548,O75023,LILRB5,Cardiometabolic,Unique Protein
OID20325,65.43565410074802,P18065,IGFBP2,Cardiometabolic,Unique Protein
OID20326,50.54148190990807,P19957,PI3,Cardiometabolic,Unique Protein
OID20327,51.155031691293814,Q9HD89,RETN,Cardiometabolic,Unique Protein
OID20328,64.539383231183,Q16663,CCL15,Cardiometabolic,Unique Protein
OID20329,47.955131565434385,P24158,PRTN3,Cardiometabolic,Unique Protein
OID20330,26.051730305781252,Q12884,FAP,Cardiometabolic,Unique Protein
OID20331,77.66856404895611,P23284,PPIB,Cardiometabolic,Unique Protein
OID20332,61.94441550277775,P39060,COL18A1,Cardiometabolic,Unique Protein
OID20333,50.4813852450681,P04746,AMY2A,Cardiometabolic,Unique Protein
OID20334,63.510977077472255,O15467,CCL16,Cardiometabolic,Unique Protein
OID20335,55.27227903602584,P02452,COL1A1,Cardiometabolic,Unique Protein
OID20336,45.95241713054071,Q13867,BLMH,Cardiometabolic,Unique Protein
OID20337,49.99776223142749,P42785,PRCP,Cardiometabolic,Unique Protein
OID20338,13.30738900879499,O75594,PGLYRP1,Cardiometabolic,Unique Protein
OID20339,50.48543454875715,P13987,CD59,Cardiometabolic,Unique Protein
OID20340,54.55911966917141,P19961,AMY2B,Cardiometabolic,Unique Protein
OID20341,70.21073244009823,P20062,TCN2,Cardiometabolic,Unique Protein
OID20342,57.901703649533786,P05121,SERPINE1,Cardiometabolic,Unique Protein
OID20343,39.84270007512773,P43121,MCAM,Cardiometabolic,Unique Protein
OID20344,50.15061220331337,P59665,DEFA1_DEFA1B,Cardiometabolic,Unique Protein
OID20345,29.967948118146516,Q6EMK4,VASN,Cardiometabolic,Unique Protein
OID20346,36.29878057058878,Q13508,ART3,Cardiometabolic,Unique Protein
OID20347,45.270504311574086,Q96KN2,CNDP1,Cardiometabolic,Unique Protein
OID20348,29.080431143574604,O95998,IL18BP,Cardiometabolic,Unique Protein
OID20349,36.645658772353045,P00740,F9,Cardiometabolic,Unique Protein
OID20350,30.69703738419951,P15144,ANPEP,Cardiometabolic,Unique Protein
OID20351,34.662133311979986,A1L4H1,SSC5D,Cardiometabolic,Unique Protein
OID20352,41.71926738077159,Q06033,ITIH3,Cardiometabolic,Unique Protein
