OlinkID,cv_percent,UniProt,Assay,Panel,Retain
OID20353,40.631678968541586,P12830,CDH1,Cardiometabolic,Unique Protein
OID20354,35.678213277784025,P13591,NCAM1,Cardiometabolic,Unique Protein
OID20355,49.7620321909512,P18428,LBP,Cardiometabolic,Unique Protein
OID20356,24.408104909210817,Q99650,OSMR,Cardiometabolic,Unique Protein
OID20357,32.40587704700907,Q12794,HYAL1,Cardiometabolic,Unique Protein
OID20358,35.78363004417124,P07339,CTSD,Cardiometabolic,Unique Protein
OID20359,39.3558003703612,P24821,TNC,Cardiometabolic,Unique Protein
OID20360,33.66007726759963,Q86VB7,CD163,Cardiometabolic,Unique Protein
OID20361,44.63062120179963,Q14515,SPARCL1,Cardiometabolic,Unique Protein
OID20362,34.78252431462506,P14543,NID1,Cardiometabolic,Unique Protein
OID20363,31.140465604221053,P30530,AXL,Cardiometabolic,Unique Protein
OID20364,34.32398286107808,P07478,PRSS2,Cardiometabolic,Unique Protein
OID20365,32.65462187429551,Q9UBR2,CTSZ,Cardiometabolic,Unique Protein
OID20366,34.51868440881384,O00533,CHL1,Cardiometabolic,Unique Protein
OID20367,55.95594842249654,Q9BXJ1,C1QTNF1,Cardiometabolic,Unique Protein
OID20368,33.91079502527237,P35443,THBS4,Cardiometabolic,Unique Protein
OID20369,31.720055138316162,P02786,TFRC,Cardiometabolic,Unique Protein
OID20370,32.635609319972524,P10721,KIT,Cardiometabolic,Unique Protein
OID20371,53.56674999256291,Q07654,TFF3,Cardiometabolic,Unique Protein
OID20372,38.54603826135812,P08709,F7,Cardiometabolic,Unique Protein
OID20373,46.190231905026764,Q99969,RARRES2,Cardiometabolic,Unique Protein
OID20374,40.61679815301629,O95445,APOM,Cardiometabolic,Unique Protein
OID20375,31.410340415829218,Q96H15,TIMD4,Cardiometabolic,Unique Protein
OID20376,30.949833029568897,P05556,ITGB1,Cardiometabolic,Unique Protein
OID20377,34.534450114113355,P08174,CD55,Cardiometabolic,Unique Protein
OID20378,55.118220702148655,P08571,CD14,Cardiometabolic,Unique Protein
OID20379,38.45401244975626,P16109,SELP,Cardiometabolic,Unique Protein
OID20380,35.151252354540496,P15529,CD46,Cardiometabolic,Unique Protein
OID20381,32.68356122440878,P07359,GP1BA,Cardiometabolic,Unique Protein
OID20382,32.23146460694246,Q15485,FCN2,Cardiometabolic,Unique Protein
OID20383,32.17056496508424,P98160,HSPG2,Cardiometabolic,Unique Protein
OID20384,40.264165708028564,Q15113,PCOLCE,Cardiometabolic,Unique Protein
OID20385,33.70199203756176,P08887,IL6R,Cardiometabolic,Unique Protein
OID20386,39.84232351800892,P00441,SOD1,Cardiometabolic,Unique Protein
OID20387,32.145765388355144,O75015,FCGR3B,Cardiometabolic,Unique Protein
OID20388,34.704994985195434,P10646,TFPI,Cardiometabolic,Unique Protein
OID20389,25.872248460409804,Q16853,AOC3,Cardiometabolic,Unique Protein
OID20390,34.98435880244203,O14786,NRP1,Cardiometabolic,Unique Protein
OID20391,36.48615740263187,P12318,FCGR2A,Cardiometabolic,Unique Protein
OID20392,41.02300941167323,P80188,LCN2,Cardiometabolic,Unique Protein
OID20393,34.91389919955727,P20023,CR2,Cardiometabolic,Unique Protein
OID20394,33.41055194344548,Q9NZK5,ADA2,Cardiometabolic,Unique Protein
OID20395,39.470818387695545,P55774,CCL18,Cardiometabolic,Unique Protein
OID20396,23.570279907213102,P19320,VCAM1,Cardiometabolic,Unique Protein
OID20397,35.057065210001795,Q9NPY3,CD93,Cardiometabolic,Unique Protein
OID20398,37.812536719442946,P17936,IGFBP3,Cardiometabolic,Unique Protein
OID20399,43.71556914627537,P36222,CHI3L1,Cardiometabolic,Unique Protein
OID20400,47.45033316662133,P01034,CST3,Cardiometabolic,Unique Protein
OID20401,37.76459169765957,Q16627,CCL14,Cardiometabolic,Unique Protein
OID20402,46.02307439908525,P04070,PROC,Cardiometabolic,Unique Protein
OID20403,33.032961442287586,P03950,ANG,Cardiometabolic,Unique Protein
OID20404,39.66498903863329,Q9UGM5,FETUB,Cardiometabolic,Unique Protein
OID20405,35.18217482626879,P49747,COMP,Cardiometabolic,Unique Protein
OID20406,30.577407963454235,P27487,DPP4,Cardiometabolic,Unique Protein
OID20407,38.82616219157317,Q9Y5C1,ANGPTL3,Cardiometabolic,Unique Protein
OID20408,34.8062025909062,P41222,PTGDS,Cardiometabolic,Unique Protein
OID20409,45.65838977854751,P00915,CA1,Cardiometabolic,Unique Protein
OID20410,38.0576719152115,P06681,C2,Cardiometabolic,Unique Protein
OID20411,34.85263957823027,P05362,ICAM1,Cardiometabolic,Unique Protein
OID20412,59.9187839826236,P13501,CCL5,Cardiometabolic,Unique Protein
OID20413,34.31739724096451,P24592,IGFBP6,Cardiometabolic,Unique Protein
OID20414,40.08656575443031,Q12805,EFEMP1,Cardiometabolic,Unique Protein
OID20415,34.33227694048653,P05451,REG1A,Cardiometabolic,Unique Protein
OID20416,34.31207074539125,Q92820,GGH,Cardiometabolic,Unique Protein
OID20417,38.08582122847758,Q15582,TGFBI,Cardiometabolic,Unique Protein
OID20418,38.2422885792993,P01033,TIMP1,Cardiometabolic,Unique Protein
OID20790,51.309245655769445,Q86VW0,SESTD1,Neurology,Unique Protein
OID20791,40.06140001862749,P53539,FOSB,Neurology,Unique Protein
OID20792,58.71064196995174,Q92597,NDRG1,Neurology,Unique Protein
OID20793,31.562877574011683,A1E959,ODAM,Neurology,Unique Protein
OID20794,202.07702177243254,P60484,PTEN,Neurology,Unique Protein
OID20795,55.697435226431324,Q8IU54,IFNL1,Neurology,Unique Protein
OID20796,43.73588605859292,P51531,SMARCA2,Neurology,Unique Protein
OID20797,48.360849914220225,O14579,COPE,Neurology,Unique Protein
OID20798,35.02309443477633,P15336,ATF2,Neurology,Unique Protein
OID20799,38.82673598509015,P53985,SLC16A1,Neurology,Unique Protein
OID20800,64.37185316530415,P02533,KRT14,Neurology,Unique Protein
OID20801,54.6741033218614,P22676,CALB2,Neurology,Unique Protein
OID20803,33.824902043118215,Q4LE39,ARID4B,Neurology,Unique Protein
OID20804,27.77414204692883,Q9NSK7,C19orf12,Neurology,Unique Protein
OID20805,48.77454839504621,Q8WTV0,SCARB1,Neurology,Unique Protein
OID20806,35.634880122493975,Q9UKV5,AMFR,Neurology,Unique Protein
OID20807,41.78724755829258,P45452,MMP13,Neurology,Unique Protein
OID20808,26.565159219411655,Q96JP9,CDHR1,Neurology,Unique Protein
OID20809,35.54608682452417,Q6ZMJ4,IL34,Neurology,Unique Protein
OID20810,47.97841363956861,P08758,ANXA5,Neurology,Unique Protein
OID20811,65.89048378347329,P48047,ATP5PO,Neurology,Unique Protein
OID20812,32.710189375879956,Q6ZMC9,SIGLEC15,Neurology,Unique Protein
OID20813,44.15105473377593,Q6PIL6,KCNIP4,Neurology,Unique Protein
OID20814,66.76417496818756,Q6P1M0,SLC27A4,Neurology,Unique Protein
OID20815,42.556051948696705,P53582,METAP1,Neurology,Unique Protein
OID20816,50.48776112418921,P13385,TDGF1,Neurology,Unique Protein
OID20817,27.135080448842565,Q9NRW1,RAB6B,Neurology,Unique Protein
OID20818,50.88400295729733,P05455,SSB,Neurology,Unique Protein
OID20819,33.20606074924131,O96013,PAK4,Neurology,Unique Protein
OID20820,43.324149541444015,Q9NXA8,SIRT5,Neurology,Unique Protein
OID20821,41.74916132779067,Q8N2G4,LYPD1,Neurology,Unique Protein
OID20822,27.572610365026375,P49023,PXN,Neurology,Unique Protein
OID20823,41.863160552008935,Q9BXS1,IDI2,Neurology,Unique Protein
OID20824,64.13773869239891,P15018,LIF,Neurology,Unique Protein
OID20825,37.51817951474591,Q9H1C3,GLT8D2,Neurology,Unique Protein
OID20826,39.870580769534776,P20936,RASA1,Neurology,Unique Protein
OID20827,53.10360639338702,P51452,DUSP3,Neurology,Unique Protein
OID20828,38.31708931540489,P09769,FGR,Neurology,Unique Protein
OID20829,49.873050084552496,P14625,HSP90B1,Neurology,Unique Protein
OID20830,512.1107470327038,P10636,MAPT,Neurology,Unique Protein
OID20831,43.940580207165766,Q9HAW4,CLSPN,Neurology,Unique Protein
OID20832,45.77920112293036,Q9UM07,PADI4,Neurology,Unique Protein
OID20833,122.0950974661547,P26440,IVD,Neurology,Unique Protein
OID20834,38.5714295495882,P29474,NOS3,Neurology,Unique Protein
OID20835,21.255107045360358,O60240,PLIN1,Neurology,Unique Protein
OID20836,60.842916741609784,P41208,CETN2,Neurology,Unique Protein
OID20837,58.759503625513766,Q9Y6E0,STK24,Neurology,Unique Protein
OID20838,58.92655629584846,Q9UJY5,GGA1,Neurology,Unique Protein
OID20839,34.46481345198924,P30039,PBLD,Neurology,Unique Protein
OID20840,45.78810869706068,Q5JZY3,EPHA10,Neurology,Unique Protein
OID20841,44.61908458873251,Q02643,GHRHR,Neurology,Unique Protein
OID20842,56.80019476619832,Q9BW30,TPPP3,Neurology,Unique Protein
OID20843,53.682942934035204,Q16864,ATP6V1F,Neurology,Unique Protein
OID20844,32.56648575668456,Q9HA65,TBC1D17,Neurology,Unique Protein
OID20845,37.51663784602348,Q96PP9,GBP4,Neurology,Unique Protein
OID20846,37.00609629739,Q9Y680,FKBP7,Neurology,Unique Protein
OID20847,20.079429729667456,Q03393,PTS,Neurology,Unique Protein
OID20848,46.83118754258667,P01375,TNF,Neurology,Duplicated Protein and not lowest CV
OID20849,33.120495784882294,P58417,NXPH1,Neurology,Unique Protein
OID20850,64.42776582460806,Q15126,PMVK,Neurology,Unique Protein
OID20851,38.09318857336444,Q6UX27,VSTM1,Neurology,Unique Protein
OID20852,28.25641537700817,Q15043,SLC39A14,Neurology,Unique Protein
OID20853,49.35555299419155,Q9UK53,ING1,Neurology,Unique Protein
OID20854,108.24561097488987,P29466,CASP1,Neurology,Unique Protein
OID20855,69.00795508402328,Q9H0C8,ILKAP,Neurology,Unique Protein
OID20856,80.35820519718487,Q07812,BAX,Neurology,Unique Protein
OID20857,86.96644584224796,Q9Y5P4,CERT,Neurology,Unique Protein
OID20858,25.412674254584193,Q9H2W6,MRPL46,Neurology,Unique Protein
OID20859,36.49123085293657,Q9Y2V2,CARHSP1,Neurology,Unique Protein
OID20860,51.03620648638143,P13647,KRT5,Neurology,Unique Protein
OID20861,31.894383878506616,P39905,GDNF,Neurology,Unique Protein
OID20862,50.248919864247476,O94813,SLIT2,Neurology,Unique Protein
OID20863,36.59638822044942,P29475,NOS1,Neurology,Unique Protein
OID20864,43.20610151416341,O14523,C2CD2L,Neurology,Unique Protein
OID20865,80.48355808464093,Q9UBB4,ATXN10,Neurology,Unique Protein
OID20866,55.89327339507296,Q9H3R2,MUC13,Neurology,Unique Protein
OID20867,78.73662613984871,Q9NRG1,PRTFDC1,Neurology,Unique Protein
OID20868,48.717480827213194,Q16762,TST,Neurology,Unique Protein
OID20869,36.82825511134286,Q13426,XRCC4,Neurology,Unique Protein
OID20870,54.82924067999452,Q15633,TARBP2,Neurology,Unique Protein
OID20871,42.122953770002496,P07196,NEFL,Neurology,Unique Protein
OID20872,66.39089548927089,P49789,FHIT,Neurology,Unique Protein
OID20873,27.817029291226504,Q6UWL6,KIRREL2,Neurology,Unique Protein
OID20874,47.701424177458016,O94985,CLSTN1,Neurology,Unique Protein
OID20875,61.1373883676459,Q9Y2W6,TDRKH,Neurology,Unique Protein
OID20876,77.75766548721947,P09211,GSTP1,Neurology,Unique Protein
OID20877,93.13689211843726,P61244,MAX,Neurology,Unique Protein
OID20878,56.39288642376956,Q96FQ6,S100A16,Neurology,Unique Protein
OID20879,53.373934128707454,O00399,DCTN6,Neurology,Unique Protein
OID20880,58.03045495962409,Q13308,PTK7,Neurology,Unique Protein
OID20881,19.263114623420748,P23276,KEL,Neurology,Unique Protein
OID20882,112.59343395186683,Q9UPY6,WASF3,Neurology,Unique Protein
OID20883,33.406830622923195,Q8WUW1,BRK1,Neurology,Unique Protein
OID20884,41.408186077784485,O95466,FMNL1,Neurology,Unique Protein
OID20885,32.5732064746606,Q9NS71,GKN1,Neurology,Unique Protein
OID20886,42.3171228852997,Q9UJ72,ANXA10,Neurology,Unique Protein
OID20887,26.171446515900687,P30519,HMOX2,Neurology,Unique Protein
OID20888,36.77417984311775,Q86Z14,KLB,Neurology,Unique Protein
OID20889,26.826255108922243,Q6UXK2,ISLR2,Neurology,Unique Protein
OID20890,20.995987654734524,Q92917,GPKOW,Neurology,Unique Protein
OID20891,33.99796521500897,P42892,ECE1,Neurology,Unique Protein
OID20892,98.03272390648542,Q9UHV9,PFDN2,Neurology,Unique Protein
OID20893,90.37159277642608,Q92851,CASP10,Neurology,Unique Protein
OID20894,66.67200018755399,Q9NQ88,TIGAR,Neurology,Unique Protein
OID20895,49.83148660063998,Q96B36,AKT1S1,Neurology,Unique Protein
OID20896,85.29683877053111,O95994,AGR2,Neurology,Unique Protein
OID20897,49.31264596229926,P16444,DPEP1,Neurology,Unique Protein
OID20899,63.575471318871465,Q9Y4K4,MAP4K5,Neurology,Unique Protein
OID20900,62.35482117129394,O95256,IL18RAP,Neurology,Unique Protein
OID20901,39.367167746107974,P52943,CRIP2,Neurology,Unique Protein
OID20902,32.965645353880774,P63098,PPP3R1,Neurology,Unique Protein
OID20903,58.154513877894765,P14868,DARS1,Neurology,Unique Protein
OID20904,47.00443718578179,Q9Y6D9,MAD1L1,Neurology,Unique Protein
OID20905,35.85214857689719,O14944,EREG,Neurology,Unique Protein
OID20906,39.88997365789738,Q86WV1,SKAP1,Neurology,Unique Protein
OID20907,35.73618244908833,P29218,IMPA1,Neurology,Unique Protein
OID20908,70.6046038408697,P18031,PTPN1,Neurology,Unique Protein
OID20909,43.919065815408366,P36269,GGT5,Neurology,Unique Protein
OID20910,59.24241307577689,Q16740,CLPP,Neurology,Unique Protein
OID20911,50.55398250168158,P05231,IL6,Neurology,Duplicated Protein and not lowest CV
OID20912,48.03123856331196,Q92932,PTPRN2,Neurology,Unique Protein
OID20913,43.32383500048355,Q9HAN9,NMNAT1,Neurology,Unique Protein
OID20914,47.893467018869,O95727,CRTAM,Neurology,Unique Protein
OID20915,38.99356919294881,P15509,CSF2RA,Neurology,Unique Protein
OID20916,27.623205925217313,P11464,PSG1,Neurology,Unique Protein
OID20917,38.920937436437676,Q8NBI3,DRAXIN,Neurology,Unique Protein
OID20918,54.413877601386005,O00559,EBAG9,Neurology,Unique Protein
OID20919,35.037447375041886,Q9BZM5,ULBP2,Neurology,Unique Protein
OID20920,10.0790820804396,P01138,NGF,Neurology,Unique Protein
OID20921,56.813782656496926,Q96IU4,ABHD14B,Neurology,Unique Protein
OID20922,29.76077486793199,Q8TCT1,PHOSPHO1,Neurology,Unique Protein
OID20923,70.63930417382126,P78560,CRADD,Neurology,Unique Protein
OID20924,41.4743819664731,Q08629,SPOCK1,Neurology,Unique Protein
OID20925,36.066358123869676,P09466,PAEP,Neurology,Unique Protein
OID20926,46.44201777565977,O00308,WWP2,Neurology,Unique Protein
OID20927,54.12206634203975,P07741,APRT,Neurology,Unique Protein
OID20928,50.51822864011335,Q8IUN9,CLEC10A,Neurology,Unique Protein
OID20930,42.75168951924405,Q9HD42,CHMP1A,Neurology,Unique Protein
OID20931,49.00951584700384,Q02083,NAAA,Neurology,Unique Protein
OID20932,35.70444092867049,P50453,SERPINB9,Neurology,Unique Protein
OID20933,51.64786564398406,O60609,GFRA3,Neurology,Unique Protein
OID20934,50.297612241603304,Q9UBT3,DKK4,Neurology,Unique Protein
OID20935,49.728359889285265,P52798,EFNA4,Neurology,Unique Protein
OID20936,54.93040691269419,Q2TAL6,VWC2,Neurology,Unique Protein
OID20937,73.0035231777309,Q13451,FKBP5,Neurology,Unique Protein
OID20938,43.63194226037741,Q2MKA7,RSPO1,Neurology,Unique Protein
OID20939,42.74332278576888,Q96NZ8,WFIKKN1,Neurology,Unique Protein
OID20940,40.16505201874359,Q9H5V8,CDCP1,Neurology,Unique Protein
OID20941,44.033124642445074,P38484,IFNGR2,Neurology,Unique Protein
OID20942,58.18238649435248,Q15814,TBCC,Neurology,Unique Protein
OID20943,42.27857452261283,Q14108,SCARB2,Neurology,Unique Protein
OID20944,39.50139878266397,P78333,GPC5,Neurology,Unique Protein
OID20945,36.998184414118036,Q9Y6Y9,LY96,Neurology,Unique Protein
OID20946,44.16235139160314,O43155,FLRT2,Neurology,Unique Protein
OID20947,56.929514084492226,Q9H3S3,TMPRSS5,Neurology,Unique Protein
OID20948,44.739363147083964,Q53H47,SETMAR,Neurology,Unique Protein
OID20949,30.808531832911807,P16278,GLB1,Neurology,Unique Protein
OID20950,83.17607629762688,P08134,RHOC,Neurology,Unique Protein
OID20951,73.08523360817532,Q8NFP4,MDGA1,Neurology,Unique Protein
OID20952,61.791279791214116,P40222,TXLNA,Neurology,Unique Protein
OID20953,47.62512114546886,O43557,TNFSF14,Neurology,Unique Protein
OID20954,24.82960699328046,P48740,MASP1,Neurology,Unique Protein
OID20955,56.50872912885604,O95630,STAMBP,Neurology,Unique Protein
OID20956,59.144768860704154,Q6XZF7,DNMBP,Neurology,Unique Protein
OID20957,39.2994850486081,Q92752,TNR,Neurology,Unique Protein
OID20958,62.36265741231617,Q6P1N0,CC2D1A,Neurology,Unique Protein
OID20959,67.61110424193201,Q8WV92,MITD1,Neurology,Unique Protein
OID20960,48.79965939627267,Q02790,FKBP4,Neurology,Unique Protein
OID20961,56.08896123826217,P06748,NPM1,Neurology,Unique Protein
OID20962,54.04049152705389,Q06830,PRDX1,Neurology,Unique Protein
OID20963,51.3765028728083,P22079,LPO,Neurology,Unique Protein
OID20964,59.962782337830475,O95407,TNFRSF6B,Neurology,Unique Protein
OID20965,43.41040978557951,Q6ISS4,LAIR2,Neurology,Unique Protein
OID20966,54.003628847968066,Q9NZQ7,CD274,Neurology,Unique Protein
OID20967,41.77955067951136,O00220,TNFRSF10A,Neurology,Unique Protein
OID20968,46.3025402515938,Q92765,FRZB,Neurology,Unique Protein
OID20969,37.47902186182299,Q06323,PSME1,Neurology,Unique Protein
OID20970,44.97383714612434,Q6UX15,LAYN,Neurology,Unique Protein
OID20971,45.76016555567267,O76070,SNCG,Neurology,Unique Protein
OID20972,50.40485714564863,O95817,BAG3,Neurology,Unique Protein
OID20973,46.801321034005014,O14618,CCS,Neurology,Unique Protein
OID20974,53.401059250407116,O60242,ADGRB3,Neurology,Unique Protein
OID20975,61.27072525296573,P50135,HNMT,Neurology,Unique Protein
OID20976,48.65382387918903,P78423,CX3CL1,Neurology,Unique Protein
OID20977,72.09713663434172,Q8WWN9,IPCEF1,Neurology,Unique Protein
OID20978,58.304912429248155,P02771,AFP,Neurology,Unique Protein
OID20979,59.30224936657723,O15232,MATN3,Neurology,Unique Protein
OID20980,62.09109023427063,Q9NPH6,OBP2B,Neurology,Unique Protein
OID20981,57.98830472857151,O14763,TNFRSF10B,Neurology,Unique Protein
OID20982,59.70656007136477,O15197,EPHB6,Neurology,Unique Protein
OID20983,52.27791523611979,P01258,CALCA,Neurology,Unique Protein
OID20984,62.5539337055649,Q8N474,SFRP1,Neurology,Unique Protein
OID20985,51.648247389687995,Q07011,TNFRSF9,Neurology,Unique Protein
OID20986,64.30627251187278,Q9H477,RBKS,Neurology,Unique Protein
OID20987,53.799681650945296,P56279,TCL1A,Neurology,Unique Protein
OID20988,71.09575170032109,P08962,CD63,Neurology,Unique Protein
OID20989,45.59943744917332,Q9UL46,PSME2,Neurology,Unique Protein
OID20990,39.56329738948824,P07306,ASGR1,Neurology,Unique Protein
OID20992,33.677247302231265,Q9BYC5,FUT8,Neurology,Unique Protein
OID20993,76.15851678953766,Q99426,TBCB,Neurology,Unique Protein
OID20994,75.15152763677074,P12644,BMP4,Neurology,Unique Protein
OID20995,57.34614791423171,P28325,CST5,Neurology,Unique Protein
OID20996,48.23147921538499,Q9NR71,ASAH2,Neurology,Unique Protein
OID20997,60.04155706710124,P10145,CXCL8,Neurology,Duplicated Protein and not lowest CV
OID20998,45.08626126766858,Q96GW7,BCAN,Neurology,Unique Protein
OID20999,51.86445082754787,P37023,ACVRL1,Neurology,Unique Protein
OID21000,62.767270412731236,P23588,EIF4B,Neurology,Unique Protein
OID21001,56.94174944612516,Q9P0K1,ADAM22,Neurology,Unique Protein
OID21002,47.75647242711716,O15496,PLA2G10,Neurology,Unique Protein
OID21003,41.21390841321611,Q9BS40,LXN,Neurology,Unique Protein
OID21004,64.6196577138551,P13500,CCL2,Neurology,Unique Protein
OID21005,32.332768778975705,P55291,CDH15,Neurology,Unique Protein
OID21006,36.54405368097615,O94779,CNTN5,Neurology,Unique Protein
OID21007,37.091545406144846,Q9HCK4,ROBO2,Neurology,Unique Protein
OID21008,37.87393097164665,P22223,CDH3,Neurology,Unique Protein
OID21009,38.09127974483142,Q08345,DDR1,Neurology,Unique Protein
OID21010,36.83642969639837,Q08708,CD300C,Neurology,Unique Protein
OID21011,39.23524657577815,P15151,PVR,Neurology,Unique Protein
OID21012,54.84389807968196,Q8NBS9,TXNDC5,Neurology,Unique Protein
OID21013,35.60537037149961,P21217_Q11128,FUT3_FUT5,Neurology,Unique Protein
OID21014,43.342196588027406,P52823,STC1,Neurology,Unique Protein
OID21015,50.666787012459324,Q9H446,RWDD1,Neurology,Unique Protein
OID21016,54.80997699313025,Q9NP79,VTA1,Neurology,Unique Protein
OID21017,30.490830545667546,P15311,EZR,Neurology,Unique Protein
OID21018,39.815200610090635,P01732,CD8A,Neurology,Unique Protein
OID21019,43.93669384107366,P22894,MMP8,Neurology,Unique Protein
OID21020,37.01212003557768,Q92854,SEMA4D,Neurology,Unique Protein
OID21021,54.16999925441438,O14737,PDCD5,Neurology,Unique Protein
OID21022,63.406902928214656,Q9UNZ2,NSFL1C,Neurology,Unique Protein
OID21023,44.327563865939084,P35237,SERPINB6,Neurology,Unique Protein
OID21024,40.41540120016918,O43927,CXCL13,Neurology,Unique Protein
OID21025,40.91599045721907,P28906,CD34,Neurology,Unique Protein
OID21026,38.13498379991228,P13611,VCAN,Neurology,Unique Protein
OID21027,40.94533656488466,Q96CD2,PPCDC,Neurology,Unique Protein
OID21028,41.09426868005789,P17405,SMPD1,Neurology,Unique Protein
